1,4.0
2,1.0
3,0.4444444444444444
4,0.25
5,0.16000000000000003
6,0.1111111111111111
7,0.32653061224489793
8,0.25
9,0.19753086419753085
10,0.16000000000000003
11,0.1322314049586777
12,0.1111111111111111
13,0.09467455621301776
14,0.04591836734693877
15,1.9599999999999997
16,2.44140625
17,2.1626297577854676
18,2.595679012345679
19,3.2022160664819945
20,2.8899999999999997
21,3.6281179138321993
22,3.305785123966942
23,2.8752362948960304
24,2.640625
25,2.3104
26,2.1360946745562126
27,1.9807956104252402
28,1.8418367346938778
29,1.7170035671819261
30,1.7777777777777777
31,1.8355879292403743
32,1.72265625
33,1.6198347107438016
34,1.6747404844290659
35,1.580408163265306
36,1.7777777777777777
37,1.7538349159970783
38,1.6627423822714682
39,1.5785667324128863
40,1.5006250000000003
41,1.48720999405116
42,1.417233560090703
43,5.194159004867497
44,5.586776859504133
45,5.4444444444444455
46,5.718336483931947
47,5.4775916704391125
48,5.34765625
49,5.224489795918367
50,5.017600000000001
51,5.084582852748943
52,5.504437869822485
53,5.741901032395871
54,7.613511659807955
55,10.592066115702478
56,11.755102040816325
57,12.808864265927978
58,15.588882282996432
59,15.329215742602699
60,16.0
61,16.13141628594464
62,17.048907388137355
63,19.192743764172338
64,18.59765625
65,18.423905325443787
66,18.516069788797058
67,17.967476052572955
68,17.442906574394467
69,17.180424280613316
70,17.04510204081633
71,16.568339615155725
72,16.11130401234568
73,15.672921748920997
74,15.464024835646457
75,15.0544
76,14.863054016620497
77,14.479507505481532
78,14.110618014464167
79,13.755648133311968
80,13.505624999999998
81,13.263984148757812
82,13.118530636525879
83,12.804325736681667
84,12.840277777777779
85,12.53993079584775
86,12.25
87,11.970009248249438
88,11.77737603305785
89,11.514202752177754
90,11.259753086419753
91,11.455621301775148
92,11.648865784499055
93,11.618568620649787
94,11.588954277953825
95,11.346260387811633
96,11.111111111111112
97,11.156977362100118
98,10.930445647646815
99,10.776961534537293
100,10.6929
